,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,track_name
0,3014670.8,3226511.0,2437922.5,225743.28,-1.0,-1.0,-1.0,575931.7,223003.19,65127.336,245969.7,-1.0,-1.0,-1.0,523571.72,1987542.9,498759.8,458770.56,-1.0,2694092.8,-1.0,444434.56,160187.53,3029968.0,1227547.8,6546126.5,1865996.8,1458408.9,-1.0,2221377.2,2444072.2,1254453.6,685590.8,15186.889,3425.1636,265238.03,301444.9,12195.018,507251.56,492284.7,-1.0,-1.0,69830.59,62346.125,421471.1,40410.28,106742.89,342399.66,143694.55,-1.0,8612.405,100038.2,10303.922,103128.55,-1.0,-1.0,217930.78,201726.69,178720.28,-1.0,6230.171,2039.7018,280233.53,-1.0,1726.5256,14308.733,23813.861,17.633753,2902.0857,5228.963,102.599556,-1.0,1873.7589,16697.46,-1.0,-1.0,-1.0,2106.019,15.755192,2765.269,-1.0,1917.8318,255.5918,21639.176,11798.862,13.02675,2420.016,-1.0,-1.0,923.6586,-1.0,-1.0,12162.808,101.20438,930.516,26857.535,1858.2391,8.827901,-1.0,662.0533,6.9043097,6.1319895,48.52321,0.15132107,683.5831,492.14282,253.61324,7.3165426,-1.0,1175.2268,-1.0,1580.779,-1.0,-1.0,-1.0,16.373924,9.326821,34.108524,0.34748763,198.74428,2989.6768,5.621513,20.575348,96.643555,2066.14,57.93298,0.48693192,-0.3895128,49.50853,289.87485,0.3983367,2.6640325,65.38665,1.6993657,0.3309648,0.40262136,19.29137,57.981422,71.70446,13.882679,51.95106,0.11179746,14.317113,0.8428947,-0.9999989,50.515106,5.779285,32.608685,14.238227,16.594643,39.8727,17.113045,4.8065863,-0.06781491,18.098577,17.894306,-0.98538274,5.9466205,12.635537,41.378174,ES_In Bed Flying.mp3
1,2270490.8,1333711.4,3528831.0,885750.3,-1.0,-1.0,-1.0,1074946.5,-1.0,1070559.4,-1.0,-1.0,21288.215,-1.0,-1.0,1607802.2,525115.06,815353.44,-1.0,2756489.8,-1.0,-1.0,147515.42,5305874.5,1833000.0,9573156.0,1696366.6,2762374.8,-1.0,3682043.5,3183623.8,1391419.0,878978.75,23969.42,5718.1377,451667.38,217876.1,-1.0,496283.7,569729.9,-1.0,-1.0,94035.47,48231.125,453933.66,85614.09,249457.4,257107.06,226614.7,-1.0,-1.0,87606.05,17385.646,146724.62,-1.0,-1.0,199044.75,128173.86,200310.16,-1.0,-1.0,-1.0,470032.6,34758.664,1339.6642,23097.34,22130.426,31.729288,857.1847,6383.232,121.3861,-1.0,1213.8922,14036.077,-1.0,-1.0,-1.0,336.62125,43.680283,2222.2957,-1.0,6722.681,110.16589,20950.195,9443.153,-1.0,2691.5974,-1.0,-1.0,20.767958,-1.0,-1.0,14980.87,40.92008,613.4273,30905.188,1608.5024,10.873294,-1.0,825.88934,-0.8134725,9.317717,47.25862,-0.93341494,1002.41736,353.53604,309.2094,25.04352,-1.0,1397.2631,-1.0,1338.9457,-1.0,0.28580076,-1.0,18.866194,22.183516,24.680359,-1.0,204.27449,2724.1597,13.776359,53.132854,111.73899,1973.1519,149.84201,25.539059,-0.28230456,49.238358,237.76811,0.4086669,4.4963694,58.66416,3.5055492,0.36523357,0.8021708,33.92609,53.954082,66.30105,17.518795,50.652397,0.85328937,16.31402,0.60607976,-1.0,53.3703,7.9700546,28.099808,20.121342,17.000168,43.120804,24.084652,5.9442887,0.26787722,20.38908,23.89988,-0.97406876,7.3194904,10.237419,43.38779,ES_Albatross.mp3
2,1658229.5,1107043.2,995609.8,827145.5,-1.0,-1.0,-1.0,398089.94,30713.025,623992.06,-1.0,-1.0,-1.0,-1.0,332813.75,1504827.0,374544.94,426082.7,-1.0,1729376.5,-1.0,473196.38,-1.0,2716373.0,1191179.6,5781347.0,1862589.8,1512999.8,-1.0,2454049.5,1763181.8,495187.7,596334.94,8585.973,9633.583,210298.95,206231.67,24450.54,417228.66,420533.28,-1.0,-1.0,80296.93,70258.51,346845.5,33675.83,43648.297,225926.44,127951.45,-1.0,12651.479,49096.285,14669.356,81194.6,-1.0,-1.0,177183.75,157813.17,181326.0,-1.0,-1.0,-1.0,235366.39,3051.3662,2041.1656,10921.745,22427.68,19.90878,1565.0734,3188.1663,118.017784,-1.0,1574.0743,12496.961,-1.0,-1.0,-1.0,1704.616,144.67245,2314.278,-1.0,599.41406,58.887554,19336.82,10126.669,-1.0,866.9152,-1.0,-1.0,93.35459,-1.0,-1.0,10367.293,102.58978,1615.5663,19968.172,1806.7737,0.83409756,-1.0,343.70065,14.456434,2.9953318,7.4584293,-1.0,574.70874,411.11774,250.19162,17.895597,-1.0,849.1045,-1.0,1364.4866,-0.82056713,-0.5345118,-1.0,11.035372,6.9346557,30.636826,0.388361,137.94136,2667.1853,6.3193016,0.10915867,28.290123,1778.3329,26.691479,-1.0,-0.68647724,40.399345,273.38025,0.24566872,0.5123664,56.849907,-0.60445267,0.27478412,0.035558164,2.7813303,49.597744,62.62066,5.5099306,49.757652,-0.44910678,10.49464,0.7472851,-1.0,38.728954,4.019144,30.336393,7.3872566,14.093157,34.749737,6.7111535,3.6256702,-0.31331247,12.432811,10.557815,-0.9905104,3.6986048,11.774317,28.647226,ES_ITEYBC.mp3
3,1176145.8,1104262.1,1679923.2,-1.0,-1.0,-1.0,23781.238,509908.6,6387.089,17066.305,289612.7,-1.0,-1.0,-1.0,325326.0,975451.25,410304.06,276625.38,-1.0,1945820.2,-1.0,332468.12,105390.25,3163556.5,1395057.0,5303216.5,1314773.0,1197529.5,-1.0,1708134.8,1999205.4,547973.2,616380.8,13498.487,-1.0,199893.69,298009.84,5554.6313,469805.94,378158.88,-1.0,-1.0,63582.305,42845.33,341588.2,43040.3,75618.164,293735.97,43583.418,-1.0,-1.0,40131.2,16514.781,103323.33,-1.0,-1.0,157453.2,216453.08,168026.88,-1.0,-1.0,-1.0,264505.53,18103.059,1300.5074,12509.122,21553.209,19.475237,818.73846,2027.1648,-1.0,-1.0,2199.3171,17139.912,-1.0,-1.0,-1.0,899.6671,34.50792,2168.128,-1.0,1315.0068,410.42426,17946.098,11275.92,-1.0,1904.4778,-1.0,-1.0,121.39394,-1.0,-1.0,9907.597,45.629658,337.32523,22878.95,1726.6954,0.4435217,-1.0,677.3217,0.070885986,15.670274,21.861223,1.637255,484.44238,290.18353,235.73782,8.275697,-1.0,1037.1708,-0.71049225,1341.519,-0.8965598,-1.0,-1.0,18.74815,13.114402,49.707874,-1.0,129.63489,2648.8003,10.1588125,36.281,71.77911,1809.9678,55.534374,-0.9736914,-1.0,49.294685,265.82205,0.37925315,2.4724953,58.178894,1.6248829,0.3742663,0.24895951,19.816671,55.029808,69.1826,12.037829,48.455067,-0.22746876,14.834431,0.7843089,-0.9999981,52.56861,6.110332,30.118345,17.009314,16.68375,37.003994,20.747921,5.1194305,0.046032768,18.750399,20.324224,-0.9720954,5.6174574,11.71913,32.14805,ES_Heist Huzzle.mp3
4,1944218.4,1670096.4,1394698.6,-1.0,-1.0,133755.3,838256.9,550950.9,397942.8,-1.0,-1.0,-1.0,224856.3,-1.0,469696.03,2189818.2,531843.1,916500.2,-1.0,2436845.8,-1.0,453377.56,1599.7461,2579107.5,1114203.9,5399880.5,2047714.5,1253423.8,242143.52,1594347.2,1840524.1,1364727.2,592172.2,5934.7046,14764.516,199433.02,313395.47,11539.133,488096.38,455595.1,3531.5593,-1.0,80314.85,84822.02,338466.97,45309.1,36651.215,265109.06,137487.9,-1.0,12185.357,64032.023,18318.406,102538.86,-1.0,-1.0,199122.42,184704.34,190431.75,-1.0,9242.407,-1.0,217536.58,-1.0,1649.8083,11020.929,22698.113,29.874548,2544.5964,3559.7021,192.63509,-1.0,1809.0574,13772.923,-1.0,-1.0,-1.0,1683.7255,44.229786,2147.4502,-1.0,1006.45197,601.43427,19887.3,10503.5625,-1.0,1275.6178,-1.0,-1.0,525.47754,-1.0,-1.0,10960.608,24.541817,2089.835,20277.322,1732.3451,10.216264,-1.0,392.90887,28.14307,19.075901,18.00353,-0.53506166,509.78268,435.9385,254.70161,16.158491,-1.0,1049.0282,-1.0,1380.7908,-1.0,1.7231894,-1.0,20.556223,15.313949,59.232296,-1.0,131.75742,2619.4312,7.292243,10.237495,42.03203,1769.1654,44.35609,0.6492156,0.5303384,42.71489,265.8715,0.31071767,1.4559673,59.82918,-0.3655119,0.3276236,0.34239176,6.275953,52.35128,64.14173,8.63982,53.292427,-0.20851707,12.739471,0.7413213,-1.0,43.198772,5.137167,30.61213,10.234869,15.338509,40.53982,11.3769245,4.2788343,-0.17124553,14.583193,13.398557,-0.98985606,5.079335,11.464811,34.01026,ES_All The Night.mp3
5,1529771.4,1498364.0,2045825.0,61633.684,-1.0,443528.28,84843.16,905215.25,635301.0,-1.0,-1.0,1622051.1,848413.7,-1.0,30882.283,3160566.8,461328.53,1678629.6,127921.23,2958552.8,-1.0,-1.0,504786.72,5388474.5,1866558.5,9931816.0,1473400.6,3172757.2,-1.0,2690558.5,2113380.2,1572127.0,867708.06,19391.426,35350.953,329491.03,326708.4,-1.0,546694.4,590231.8,-1.0,-1.0,159279.4,87354.68,366467.6,63625.14,189213.81,188752.69,214334.11,-1.0,-1.0,12289.893,60762.926,99893.28,-1.0,-1.0,178174.72,103010.516,278621.78,-1.0,29561.105,-1.0,305274.25,100099.57,1357.1423,21275.361,23548.53,127.916,2947.1377,5891.9487,-1.0,-1.0,1911.3741,10295.682,-1.0,-1.0,-1.0,1893.0634,123.018326,2480.037,-1.0,5650.1226,744.29346,24828.803,8125.3926,-1.0,4450.5146,-1.0,-1.0,283.1014,-1.0,-1.0,14880.047,66.51083,836.8528,19191.953,1690.3871,0.22364289,-1.0,433.00406,-1.0,14.593115,63.3524,-1.0,779.6569,514.9078,384.1899,13.458328,-1.0,1464.9794,-1.0,1364.7985,-1.0,-1.0,-1.0,30.93026,39.762238,88.118164,-1.0,153.84882,2542.1064,1.5141711,86.53589,101.14178,1777.7373,69.59707,39.44808,-0.93103296,43.11118,230.20163,0.33820534,3.3151584,57.228016,0.8983882,0.40886828,1.0612279,15.42767,51.921463,61.086006,13.652437,60.045254,0.54557896,16.42994,0.60616654,-0.9999993,44.79001,8.283243,28.629366,14.277959,16.65968,51.83907,17.027433,5.492117,0.12593816,16.672369,17.000292,-0.9671295,7.6572766,9.741328,44.384727,ES_On The Knife.mp3
6,1700140.2,1987185.0,2460783.8,41441.168,-1.0,-1.0,-1.0,591110.06,482795.88,228761.58,700013.6,-1.0,-1.0,-1.0,618098.44,1889699.9,-1.0,354721.56,-1.0,2576781.5,-1.0,311156.16,175818.5,3792191.0,1677751.6,6877198.5,1776718.5,1422335.9,-1.0,1569759.0,2585809.0,1750372.0,674491.4,19895.166,8689.876,229653.17,277807.7,7577.6934,543936.2,476010.44,-1.0,-1.0,97385.08,69879.195,380805.53,53605.29,119254.11,325039.62,127747.53,-1.0,2541.458,89636.414,35608.336,118851.56,-1.0,-1.0,194974.52,232588.31,200920.84,-1.0,12122.051,-1.0,285794.6,-1.0,1262.812,13237.714,24284.533,8.694115,2483.4463,4551.437,103.65641,-1.0,2732.4727,17123.559,-1.0,-1.0,-1.0,2621.4592,116.41247,2494.5247,-1.0,2668.288,332.23947,21964.621,9089.628,-1.0,1677.9656,-1.0,-1.0,1077.4111,8.942678,-1.0,12481.898,143.37177,619.7124,23576.04,1835.3037,0.9853397,-1.0,600.67847,3.3039443,4.9321475,30.328688,3.810404,573.60095,421.0364,276.06873,5.127145,-1.0,1238.5619,-1.0,1539.4637,-0.80210114,-1.0,-1.0,18.536787,14.629956,51.550636,-0.25947118,177.4053,2829.3223,6.6839623,22.793024,67.248665,1968.2394,76.11357,-0.2028639,-0.53763896,48.269157,276.92984,0.376638,1.8655462,61.41596,0.6300137,0.3377528,0.3720509,16.117668,57.193726,70.22801,11.376407,51.55664,-0.43420047,14.061371,0.7907081,-0.9999991,50.517395,5.787727,31.561653,14.800211,16.350304,42.041267,17.765896,4.867898,-0.033767074,17.646368,18.192183,-0.98855215,5.728664,12.1356,39.48242,ES_Dark Vs Light.mp3
7,2509950.8,2243463.5,2031532.0,-1.0,-1.0,-1.0,-1.0,551451.2,157753.48,240473.03,133452.88,-1.0,176241.1,-1.0,1395882.1,1157204.2,316547.53,385727.84,-1.0,3277412.2,-1.0,487038.8,114926.56,3230417.2,1295798.2,5878107.0,2715722.2,1220763.9,401183.8,1993318.1,1699476.1,2886528.0,668151.75,19129.164,21226.082,251405.66,292782.9,4541.477,457390.34,467714.72,-1.0,-1.0,92870.484,51182.695,435156.6,78629.516,62022.81,366800.7,117441.84,-1.0,1637.5349,144316.81,-1.0,109664.49,-1.0,-1.0,205983.12,225032.92,128822.23,-1.0,31905.236,14055.391,263172.25,-1.0,1792.5808,13190.307,24295.754,313.39365,2244.9148,5538.59,236.01233,122.72228,1451.3773,17561.473,-1.0,-1.0,-1.0,1859.4075,69.87736,2732.6887,-1.0,1292.834,412.68027,19294.98,12190.783,-1.0,1692.7214,-1.0,-1.0,1728.1139,-1.0,-1.0,11561.866,340.76184,1424.0913,29278.37,1805.6003,7.811261,-1.0,636.8235,26.915964,3.3773527,41.116997,0.38691312,628.2001,434.4903,206.84512,6.3400526,-1.0,961.9787,-1.0,1521.4171,-1.0,-1.0,-1.0,11.258636,3.5368192,23.662987,-1.0,252.48659,2833.8127,8.429546,20.911505,58.816113,1929.6821,74.29225,2.9107654,1.3338573,46.487835,276.6118,0.3703231,1.0662807,62.948154,0.72309583,0.28594583,0.0023384949,15.529464,54.96697,68.23056,11.431538,47.50777,-0.5686462,12.520396,0.74368614,-0.9999986,48.560448,4.454465,30.946651,12.367943,15.66432,36.295883,14.7035,4.2845054,-0.14130266,16.647715,16.567392,-0.98431075,4.3327436,12.020017,35.019142,ES_Fields.mp3
8,1889278.5,1831799.6,1691254.8,-1.0,-1.0,100658.58,45057.062,389097.62,103633.95,172403.98,-1.0,138164.14,-1.0,-1.0,326189.84,1291019.9,879960.25,415511.78,-1.0,2589752.8,-1.0,522568.7,16420.7,2737723.8,1387206.0,6222652.5,2276868.2,1937434.9,368957.06,2714800.0,2299420.2,1782861.9,689573.7,11510.642,21159.965,256870.78,376823.78,14866.295,479746.7,504589.78,-1.0,-1.0,104349.14,54652.51,447290.44,35082.156,47558.734,322595.44,128999.72,-1.0,-1.0,80661.35,13703.33,109554.27,-1.0,-1.0,190089.39,180015.98,175829.03,-1.0,-1.0,1702.0629,251093.39,-1.0,1879.835,13561.892,25089.48,70.70392,1617.3319,3837.6536,148.87329,-1.0,1959.8638,15013.093,-1.0,-1.0,-1.0,3934.7905,276.0303,2333.0767,-1.0,1114.6383,490.71368,19093.475,13126.15,-0.3258727,1515.8204,-1.0,-1.0,1257.5792,-1.0,-1.0,11620.541,114.37543,1337.6334,25475.674,1833.9734,0.72960055,-1.0,512.8329,17.204695,12.167083,34.272663,-1.0,676.22455,404.13635,176.81764,14.096431,-1.0,836.62024,-1.0,1402.5455,-1.0,-1.0,-1.0,15.985133,9.195562,37.624184,-1.0,171.92908,2778.3826,-0.774754,2.1020508,41.825077,1913.9327,46.279297,0.22086741,-0.7208556,43.012863,284.26105,0.28889322,0.7322849,57.082363,-0.05589655,0.24984567,-0.1350743,9.268208,52.64028,66.231415,8.244894,42.91629,-0.41323766,11.938108,0.7539671,-1.0,43.3102,4.5705805,31.23266,10.269258,14.614239,31.656164,11.277113,3.9401233,-0.2594401,13.969303,12.750207,-0.9950671,3.8232188,12.237912,29.987192,ES_Chasing A Dream.mp3
9,2522206.2,1868968.6,2908425.5,551559.6,-1.0,-1.0,32668.842,741124.6,71197.41,-1.0,169652.78,-1.0,-1.0,-1.0,1354653.9,1464880.5,549517.44,150169.56,-1.0,2954170.2,-1.0,232428.44,212706.94,4039194.5,1556677.0,6587436.5,2581054.5,1484298.2,-1.0,2185699.0,2388547.5,1372125.5,716199.0,33081.848,5472.3354,294742.66,309089.66,-1.0,507410.22,493360.8,-1.0,-1.0,114714.805,57084.926,460907.34,113801.28,141417.66,387944.06,108775.72,-1.0,5295.8545,155815.2,1963.5554,155722.94,-1.0,-1.0,201669.1,214031.25,162410.77,-1.0,25046.395,1489.8242,358723.53,-1.0,1085.5713,16033.836,24605.387,21.603289,1779.8492,8055.1978,33.276886,18.049982,504.88776,19314.68,-1.0,-1.0,-1.0,761.8677,109.17459,2909.1357,-1.0,3016.1733,1363.1663,20457.543,11966.761,-1.0,2552.5552,-1.0,-1.0,779.4545,-1.0,-1.0,10107.509,75.302795,567.3348,29914.896,1864.0448,2.6888068,-1.0,922.1878,26.07129,11.786307,75.64462,9.573743,641.816,307.3155,206.53851,6.456441,-1.0,1173.2218,-1.0,1504.4585,-1.0,-0.67207634,-1.0,11.316911,16.65968,53.985237,-1.0,257.94168,2678.5676,55.883564,142.93625,177.90344,2065.5288,170.0576,7.8131485,-0.41797602,55.044945,266.99026,0.4673892,5.250983,60.864986,5.9147444,0.2710956,0.54391646,38.24036,58.965374,74.35318,21.861511,45.475864,0.7224355,14.447952,0.7079265,-0.9999997,58.60446,6.0810947,29.85543,21.83781,16.621199,36.643948,29.646116,5.362151,0.32477343,22.6416,26.620953,-0.9782127,7.1571813,11.850723,42.413155,ES_Leftovers.mp3
